x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5
-20.71,45,0.5,80,-5.7,27.86,0.5,40,2.4,55,0.5,100,-23.48,49,0.5,50,-9.2,22.40,0.5,40,5.7,48.79,0.5,50
-20.16,45,0.5,80,-5.7,28.37,0.5,40,2.4,55,0.5,100,-22.73,49,0.5,50,-9.2,23.18,0.5,40,5.7,48.18,0.5,50
-19.61,45,0.5,80,-5.7,28.88,0.5,40,2.4,55,0.5,100,-21.97,49,0.5,50,-9.2,23.96,0.5,40,5.7,47.58,0.5,50
-19.06,45,0.5,80,-5.7,29.39,0.5,40,2.4,55,0.5,100,-21.21,49,0.5,50,-9.2,24.75,0.5,40,5.7,46.97,0.5,50
-18.51,45,0.5,80,-5.7,29.90,0.5,40,2.4,55,0.5,100,-20.45,49,0.5,50,-9.2,25.53,0.5,40,5.7,46.36,0.5,50
-17.96,45,0.5,80,-5.7,30.41,0.5,20,2.4,50,0.5,100,-19.70,49,0.5,50,-9.2,26.31,0.5,40,5.7,45.76,0.5,50
-17.41,45,0.5,80,-5.7,30.92,0.5,20,2.4,50,0.5,100,-18.94,49,0.5,50,-9.2,27.10,0.5,40,5.7,45.15,0.5,50
-16.86,45,0.5,80,-5.7,31.43,0.5,20,2.4,50,0.5,100,-18.18,49,0.5,50,-9.2,27.88,0.5,40,5.7,44.55,0.5,50
-16.31,45,0.5,80,-5.7,31.94,0.5,20,2.4,50,0.5,100,-17.42,49,0.5,50,-9.2,28.66,0.5,40,5.7,43.94,0.5,50
-15.76,45,0.5,80,-5.7,32.45,0.5,20,2.4,50,0.5,100,-16.67,49,0.5,50,-9.2,29.44,0.5,40,5.7,43.33,0.5,50
-15.20,45,0.5,80,-5.7,32.96,0.5,20,2.4,50,0.5,100,-15.91,49,0.5,50,-9.2,30.23,0.5,40,5.7,42.73,0.5,50
-14.65,45,0.5,80,-5.7,33.47,0.5,40,2.4,50,0.5,100,-15.15,49,0.5,50,-9.2,31.01,0.5,40,5.7,42.12,0.5,50
-14.10,45,0.5,80,-5.7,33.98,0.5,40,2.4,50,0.5,100,-14.39,49,0.5,50,-9.2,31.79,0.5,40,5.7,41.52,0.5,50
-13.55,45,0.5,80,-5.7,34.49,0.5,40,2.4,50,0.5,100,-13.64,49,0.5,50,-9.2,32.58,0.5,40,5.7,40.91,0.5,100
-13.00,45,0.5,80,-5.7,35.00,0.5,40,2.4,50,0.5,100,-12.88,49,0.5,50,-9.2,33.36,0.5,20,5.7,40.30,0.5,100
-13.00,45,0.5,80,-5.7,35.00,0.5,40,2.4,50,0.5,100,-12.12,49,0.5,50,-9.2,34.14,0.5,20,5.7,39.70,0.5,100
-13.00,45,0.5,80,-5.7,35.00,0.5,40,2.4,50,0.5,100,-11.36,49,0.5,50,-9.2,34.92,0.5,20,5.7,39.09,0.5,100
-13.00,45,0.5,80,-5.7,35.00,0.5,20,2.4,50,0.5,100,-10.61,49,0.5,50,-9.2,35.71,0.5,20,5.7,38.48,0.5,100
-13.00,45,0.5,80,-5.7,35.00,0.5,20,2.4,50,0.5,100,-9.85,49,0.5,50,-9.2,36.49,0.5,20,5.7,37.88,0.5,100
-13.00,45,0.5,80,-5.7,35.00,0.5,20,2.4,50,0.5,100,-9.09,49,0.5,50,-9.2,37.27,0.5,20,5.7,37.27,0.5,100
-13.00,45,0.5,80,-5.7,35.00,0.5,20,2.4,50,0.5,100,-8.33,49,0.5,50,-9.2,38.06,0.5,40,5.7,36.67,0.5,100
-13.00,45,0.5,80,-5.7,35.00,0.5,20,2.4,50,0.5,100,-7.58,49,0.5,50,-9.2,38.84,0.5,40,5.7,36.06,0.5,100
-13.00,45,0.5,80,-5.7,35.00,0.5,40,2.4,50,0.5,100,-6.82,49,0.5,50,-9.2,39.62,0.5,40,5.7,35.45,0.5,100
-13.00,45,0.5,80,-5.7,35.00,0.5,40,2.4,50,0.5,100,-6.06,49,0.5,50,-9.2,40.40,0.5,40,5.7,34.85,0.5,100
-13.00,45,0.5,80,-5.7,35.00,0.5,40,2.4,50,0.5,100,-5.30,49,0.5,50,-9.2,41.19,0.5,40,5.7,34.24,0.5,100
-13.00,45,0.5,80,-5.7,35.00,0.5,40,2.4,50,0.5,100,-4.55,49,0.5,50,-9.2,41.97,0.5,40,5.7,33.64,0.5,100
-13.00,45,0.5,80,-5.7,35.00,0.5,40,-25.00,45,0.5,50,-3.79,49,0.5,50,-9.2,42.75,0.5,40,5.7,33.03,0.5,100
-13.00,45,0.5,80,-5.7,35.00,0.5,40,-25.00,45,0.5,50,-3.03,49,0.5,50,-9.2,43.54,0.5,40,5.7,32.42,0.5,100
-13.00,45,0.5,80,-5.7,35.00,0.5,40,-25.00,45,0.5,50,-2.27,49,0.5,50,-9.2,44.32,0.5,40,5.7,31.82,0.5,100
-13.00,45,0.5,80,-5.7,35.00,0.5,40,-25.00,45,0.5,50,-1.52,49,0.5,50,-9.2,45.10,0.5,40,5.7,31.21,0.5,100
-13.00,45,0.5,80,-5.7,35.00,0.5,40,-25.00,45,0.5,50,-0.76,49,0.5,50,-9.2,45.88,0.5,40,5.7,30.61,0.5,100
-13.00,45,0.5,80,-5.7,35.00,0.5,40,-25.00,45,0.5,50,0.00,53,0.5,50,-9.2,46.67,0.5,40,5.7,30.00,0.5,100
-13.00,45,0.5,80,-5.7,35.00,0.5,40,-25.00,45,0.5,50,0.76,53,0.5,50,-9.2,47.45,0.5,40,5.7,29.39,0.5,100
-13.00,45,0.5,80,-5.7,35.00,0.5,40,-25.00,45,0.5,50,1.52,53,0.5,50,-9.2,48.23,0.5,40,5.7,28.79,0.5,100
-13.00,45,0.5,80,-5.7,35.00,0.5,40,-25.00,45,0.5,50,2.27,53,0.5,50,-9.2,49.02,0.5,40,5.7,28.18,0.5,100
-13.00,45,0.5,80,-5.7,35.00,0.5,40,-25.00,45,0.5,50,3.03,53,0.5,50,-9.2,49.80,0.5,40,5.7,27.58,0.5,100
-13.00,45,0.5,80,-5.7,35.00,0.5,40,-25.00,45,0.5,50,3.79,53,0.5,50,-9.2,50.58,0.5,40,5.7,26.97,0.5,100
-13.00,45,0.5,80,16,48,0.5,40,-25.00,45,0.5,50,4.55,53,0.5,50,-9.2,51.36,0.5,40,5.7,26.36,0.5,100
-13.00,45,0.5,80,16,48,0.5,40,-25.00,45,0.5,50,5.30,53,0.5,50,-9.2,52.15,0.5,40,5.7,25.76,0.5,100
-13.00,45,0.5,80,16,48,0.5,40,-25.00,45,0.5,50,6.06,53,0.5,50,-9.2,52.93,0.5,40,5.7,25.15,0.5,100
-13.00,45,0.5,80,16,48,0.5,40,-25.00,45,0.5,50,6.82,53,0.5,50,-9.2,53.71,0.5,40,5.7,24.55,0.5,100
-13.00,45,0.5,80,16,48,0.5,40,-25.00,45,0.5,50,7.58,53,0.5,50,-9.2,54.49,0.5,40,5.7,23.94,0.5,100
-13.00,45,0.5,80,16,48,0.5,40,-25.00,45,0.5,50,8.33,53,0.5,50,-9.2,55.28,0.5,40,5.7,23.33,0.5,100
-13.00,45,0.5,80,16,48,0.5,40,-25.00,45,0.5,50,9.09,53,0.5,50,-9.2,56.06,0.5,40,5.7,22.73,0.5,100
-13.00,45,0.5,80,16,48,0.5,40,-25.00,45,0.5,50,9.85,53,0.5,50,-9.2,56.84,0.5,40,5.7,22.12,0.5,100
5.70,27,0.5,80,16,48,0.5,40,-25.00,45,0.5,50,10.61,53,0.5,50,-9.2,57.63,0.5,40,5.7,21.52,0.5,100
5.70,27,0.5,80,16,48,0.5,40,-25.00,45,0.5,50,11.36,53,0.5,50,-9.2,58.41,0.5,40,5.7,20.91,0.5,100
5.70,27,0.5,80,16,48,0.5,40,-25.00,45,0.5,50,12.12,53,0.5,50,-9.2,59.19,0.5,40,5.7,20.30,0.5,100
5.70,27,0.5,80,16,48,0.5,40,-25.00,45,0.5,50,12.88,53,0.5,50,-9.2,59.97,0.5,40,5.7,19.70,0.5,100
5.70,27,0.5,80,16,48,0.5,40,-25.00,45,0.5,50,13.64,53,0.5,50,-9.2,60.76,0.5,40,5.7,19.09,0.5,100
5.70,27,0.5,80,16,48,0.5,40,-25.00,45,0.5,50,14.39,53,0.5,50,-9.2,61.54,0.5,40,5.7,18.48,0.5,100
5.70,27,0.5,80,16,48,0.5,40,-25.00,45,0.5,50,15.15,53,0.5,50,-9.2,62.32,0.5,40,5.7,17.88,0.5,100
5.70,27,0.5,80,16,48,0.5,40,-25.00,45,0.5,50,15.91,53,0.5,50,-9.2,63.11,0.5,40,5.7,17.27,0.5,100
5.70,27,0.5,80,16,48,0.5,40,-25.00,45,0.5,50,16.67,53,0.5,50,-9.2,63.89,0.5,40,5.7,16.67,0.5,100
5.70,27,0.5,80,16,48,0.5,40,-25.00,45,0.5,50,17.42,53,0.5,50,-9.2,64.67,0.5,40,5.7,16.06,0.5,100
5.70,27,0.5,80,16,48,0.5,40,-25.00,45,0.5,50,18.18,53,0.5,50,-9.2,65.45,0.5,40,5.7,15.45,0.5,100
5.70,27,0.5,80,16,48,0.5,40,-25.00,45,0.5,50,18.94,53,0.5,50,-9.2,66.24,0.5,40,5.7,14.85,0.5,100
5.70,27,0.5,80,16,48,0.5,40,-25.00,45,0.5,50,19.70,53,0.5,50,-9.2,67.02,0.5,40,5.7,14.24,0.5,100
5.70,27,0.5,20,16,48,0.5,20,-25.00,45,0.5,50,20.45,53,0.5,50,-9.2,67.80,0.5,40,5.7,13.64,0.5,100
5.70,27,0.5,20,16,48,0.5,20,-50.00,45,0.5,50,21.21,53,0.5,50,-9.2,68.59,0.5,40,5.7,13.03,0.5,100
5.70,27,0.5,20,16,48,0.5,20,-50.00,45,0.5,50,21.97,53,0.5,50,-9.2,69.37,0.5,40,5.7,12.42,0.5,100
5.70,27,0.5,20,16,48,0.5,20,-50.00,45,0.5,50,22.73,53,0.5,50,-9.2,70.15,0.5,40,5.7,11.82,0.5,100
5.70,27,0.5,20,16,48,0.5,20,-50.00,45,0.5,50,23.48,53,0.5,50,-9.2,70.93,0.5,40,5.7,11.21,0.5,100
5.70,5.00,0.5,20,50,48,0.5,20,-50.00,45,0.5,40,24.24,53,0.5,50,-9.2,71.72,0.5,40,5.7,-100.00,0.5,100
5.70,5.00,0.5,20,50,48,0.5,20,-50.00,45,0.5,40,25.00,53,0.5,50,-9.2,72.50,0.5,50,5.7,-100.00,0.5,100
5.70,5.00,0.5,20,50,48,0.5,20,-50.00,45,0.5,40,25.76,53,0.5,50,-9.2,73.28,0.5,50,5.7,-100.00,0.5,100
5.70,5.00,0.5,40,50,48,0.5,40,-50.00,45,0.5,40,26.52,53,0.5,50,-9.2,74.07,0.5,50,5.7,-100.00,0.5,100
5.70,5.00,0.5,40,50,48,0.5,40,-50.00,45,0.5,40,27.27,53,0.5,50,-9.2,74.85,0.5,50,5.7,-100.00,0.5,100
5.70,5.00,0.5,40,50,48,0.5,40,-50.00,45,0.5,40,28.03,53,0.5,50,-9.2,75.63,0.5,50,5.7,-100.00,0.5,100
5.70,5.00,0.5,40,50,48,0.5,40,-50.00,45,0.5,40,28.79,53,0.5,50,-9.2,76.41,0.5,50,5.7,-100.00,0.5,100
5.70,5.00,0.5,40,50,48,0.5,40,-50.00,45,0.5,40,29.55,53,0.5,50,-9.2,77.20,0.5,50,5.7,-100.00,0.5,100
5.70,5.00,0.5,40,50,48,0.5,40,-50.00,45,0.5,40,30.30,53,0.5,50,-9.2,77.98,0.5,50,5.7,-100.00,0.5,100
5.70,5.00,0.5,40,50,48,0.5,40,-50.00,45,0.5,40,31.06,53,0.5,50,-9.2,78.76,0.5,50,5.7,-100.00,0.5,100
5.70,5.00,0.5,40,50,48,0.5,100,-50.00,45,0.5,40,31.82,53,0.5,50,-9.2,79.55,0.5,50,5.7,-100.00,0.5,100
5.70,5.00,0.5,40,50,48,0.5,100,-50.00,45,0.5,40,32.58,53,0.5,50,-9.2,80.33,0.5,50,5.7,-100.00,0.5,100
5.70,5.00,0.5,40,50,48,0.5,100,-50.00,45,0.5,40,33.33,53,0.5,50,-9.2,81.11,0.5,50,5.7,-100.00,0.5,100
5.70,5.00,0.5,40,50,48,0.5,100,-50.00,45,0.5,40,34.09,53,0.5,50,-9.2,81.89,0.5,50,5.7,-100.00,0.5,100
5.70,5.00,0.5,40,50,48,0.5,100,-50.00,45,0.5,40,34.85,53,0.5,50,-9.2,82.68,0.5,50,5.7,-100.00,0.5,100
5.70,5.00,0.5,40,50,48,0.5,100,-50.00,45,0.5,40,35.61,53,0.5,50,-9.2,83.46,0.5,50,5.7,-100.00,0.5,100
5.70,5.00,0.5,40,50,48,0.5,100,-50.00,45,0.5,40,36.36,53,0.5,50,-9.2,84.24,0.5,50,5.7,-100.00,0.5,100
5.70,5.00,0.5,40,50,48,0.5,100,-50.00,45,0.5,40,37.12,53,0.5,50,-9.2,85.03,0.5,50,5.7,-100.00,0.5,100
5.70,5.00,0.5,40,50,48,0.5,100,-50.00,45,0.5,40,37.88,53,0.5,50,-9.2,85.81,0.5,50,5.7,-100.00,0.5,100
5.70,5.00,0.5,40,50,48,0.5,100,-50.00,45,0.5,40,38.64,53,0.5,50,-9.2,86.59,0.5,50,5.7,-100.00,0.5,100
5.70,5.00,0.5,40,50,48,0.5,100,-50.00,45,0.5,40,39.39,53,0.5,50,-9.2,87.37,0.5,100,5.7,-100.00,0.5,100
5.70,5.00,0.5,40,50,48,0.5,100,-50.00,45,0.5,40,40.15,53,0.5,50,-9.2,88.16,0.5,100,5.7,-100.00,0.5,100
5.70,5.00,0.5,40,50,48,0.5,100,-50.00,45,0.5,40,40.91,53,0.5,50,-9.2,88.94,0.5,100,5.7,-100.00,0.5,100
5.70,5.00,0.5,40,50,48,0.5,100,-50.00,45,0.5,40,41.67,53,0.5,50,-9.2,89.72,0.5,100,5.7,-100.00,0.5,100
5.70,5.00,0.5,40,50,48,0.5,100,-50.00,45,0.5,40,42.42,53,0.5,50,-9.2,90.51,0.5,100,5.7,-100.00,0.5,100
5.70,5.00,0.5,40,50,48,0.5,100,-50.00,45,0.5,40,43.18,53,0.5,50,-9.2,91.29,0.5,100,5.7,-100.00,0.5,100
5.70,5.00,0.5,40,50,48,0.5,100,-50.00,45,0.5,40,43.94,53,0.5,50,-9.2,92.07,0.5,100,5.7,-100.00,0.5,100
5.70,5.00,0.5,80,50,48,0.5,100,-50.00,45,0.5,40,44.70,53,0.5,50,-9.2,92.85,0.5,100,5.7,-100.00,0.5,100
5.70,5.00,0.5,80,50,48,0.5,100,-50.00,45,0.5,40,45.45,53,0.5,50,-9.2,93.64,0.5,100,5.7,-100.00,0.5,100
5.70,5.00,0.5,80,50,48,0.5,100,-50.00,45,0.5,40,46.21,53,0.5,50,-9.2,94.42,0.5,100,5.7,-100.00,0.5,100
5.70,5.00,0.5,80,50,48,0.5,100,-50.00,45,0.5,40,46.97,53,0.5,50,-9.2,95.20,0.5,100,5.7,-100.00,0.5,100
5.70,5.00,0.5,80,50,48,0.5,100,-50.00,45,0.5,80,47.73,53,0.5,50,-9.2,95.98,0.5,100,5.7,-100.00,0.5,100
5.70,5.00,0.5,80,50,48,0.5,100,-50.00,45,0.5,80,48.48,53,0.5,50,-9.2,96.77,0.5,100,5.7,-100.00,0.5,100
5.70,5.00,0.5,80,50,48,0.5,100,-50.00,45,0.5,80,49.24,53,0.5,50,-9.2,97.55,0.5,100,5.7,-100.00,0.5,100
5.70,5.00,0.5,80,50,48,0.5,100,-50.00,45,0.5,80,50.00,53,0.5,50,-9.2,98.33,0.5,100,5.7,-100.00,0.5,100
5.70,5.00,0.5,80,50,48,0.5,100,-50.00,45,0.5,80,50.76,53,0.5,50,-9.2,99.12,0.5,100,5.7,-100.00,0.5,100
5.70,5.00,0.5,80,50,48,0.5,100,-50.00,45,0.5,80,51.52,53,0.5,50,-9.2,99.90,0.5,100,5.7,-100.00,0.5,100
5.70,5.00,0.5,80,50,48,0.5,100,-50.00,45,0.5,80,52.27,53,0.5,50,-9.2,100.68,0.5,100,5.7,-100.00,0.5,100
5.70,5.00,0.5,80,50,48,0.5,100,-50.00,45,0.5,80,53.03,53,0.5,50,-9.2,101.46,0.5,100,5.7,-100.00,0.5,100
5.70,5.00,0.5,80,50,48,0.5,100,-50.00,45,0.5,80,53.79,53,0.5,50,-9.2,102.25,0.5,100,5.7,-100.00,0.5,100
5.70,5.00,0.5,80,50,48,0.5,100,-50.00,45,0.5,80,54.55,53,0.5,50,-9.2,103.03,0.5,100,5.7,-100.00,0.5,100
5.70,-90.00,0.5,80,150,48,0.5,100,-120.00,45,0.5,80,55.30,53,0.5,50,-9.2,103.81,0.5,100,5.7,-100.00,0.5,50
5.70,-90.00,0.5,80,150,48,0.5,100,-120.00,45,0.5,80,56.06,53,0.5,50,-9.2,104.60,0.5,100,5.7,-100.00,0.5,50
5.70,-90.00,0.5,80,150,48,0.5,100,-120.00,45,0.5,80,56.82,53,0.5,50,-9.2,105.38,0.5,100,5.7,-100.00,0.5,50
5.70,-90.00,0.5,80,150,48,0.5,100,-120.00,45,0.5,80,57.58,53,0.5,50,-9.2,106.16,0.5,100,5.7,-100.00,0.5,50
5.70,-90.00,0.5,80,150,48,0.5,100,-120.00,45,0.5,80,58.33,53,0.5,50,-9.2,106.94,0.5,100,5.7,-100.00,0.5,50
5.70,-90.00,0.5,80,150,48,0.5,100,-120.00,45,0.5,80,59.09,53,0.5,50,-9.2,107.73,0.5,100,5.7,-100.00,0.5,50
5.70,-90.00,0.5,80,150,48,0.5,100,-120.00,45,0.5,80,59.85,53,0.5,50,-9.2,108.51,0.5,100,5.7,-100.00,0.5,50
5.70,-90.00,0.5,80,150,48,0.5,100,-120.00,45,0.5,80,60.61,53,0.5,50,-9.2,109.29,0.5,100,5.7,-100.00,0.5,50
5.70,-90.00,0.5,80,150,48,0.5,100,-120.00,45,0.5,80,61.36,53,0.5,50,-9.2,110.08,0.5,100,5.7,-100.00,0.5,50
5.70,-90.00,0.5,80,150,48,0.5,100,-120.00,45,0.5,80,62.12,53,0.5,50,-9.2,110.86,0.5,100,5.7,-100.00,0.5,50
5.70,-90.00,0.5,80,150,48,0.5,100,-120.00,45,0.5,80,62.88,53,0.5,50,-9.2,111.64,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,80,150,48,0.5,100,-120.00,45,0.5,80,63.64,53,0.5,50,-9.2,112.42,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,80,150,48,0.5,100,-120.00,45,0.5,80,64.39,53,0.5,50,-9.2,113.21,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,80,150,48,0.5,100,-120.00,45,0.5,80,65.15,53,0.5,50,-9.2,113.99,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,80,150,48,0.5,100,-120.00,45,0.5,80,65.91,53,0.5,50,-9.2,114.77,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,80,150,48,0.5,100,-120.00,45,0.5,80,66.67,53,0.5,50,-9.2,115.56,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,80,150,48,0.5,100,-120.00,45,0.5,80,67.42,53,0.5,50,-9.2,116.34,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,80,150,48,0.5,100,-120.00,45,0.5,80,68.18,53,0.5,50,-9.2,117.12,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,80,150,48,0.5,100,-120.00,45,0.5,80,68.94,53,0.5,50,-9.2,117.90,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,80,150,48,0.5,100,-120.00,45,0.5,80,69.70,53,0.5,50,-9.2,118.69,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,80,150,48,0.5,100,-120.00,45,0.5,80,70.45,53,0.5,50,-9.2,119.47,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,80,150,48,0.5,100,-120.00,45,0.5,80,71.21,53,0.5,50,-9.2,120.25,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,71.97,53,0.5,100,-9.2,121.04,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,72.73,53,0.5,100,-9.2,121.82,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,73.48,53,0.5,100,-9.2,122.60,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,74.24,53,0.5,100,-9.2,123.38,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,75.00,53,0.5,100,-9.2,124.17,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,75.76,53,0.5,100,-9.2,124.95,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,76.52,53,0.5,100,-9.2,125.73,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,77.27,53,0.5,100,-9.2,126.52,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,78.03,53,0.5,100,-9.2,127.30,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,78.79,53,0.5,100,-9.2,128.08,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,79.55,53,0.5,100,-9.2,128.86,0.5,0,5.7,-100.00,0.5,0
5.70,-90.00,0.5,0,150,48,0.5,100,-120.00,45,0.5,0,80.30,53,0.5,100,-9.2,129.65,0.5,0,5.7,-100.00,0.5,0
